_ID, TimeSt,Country,Province,City,Latitude,Longitude,POI,Distance
4519710,2017-06-21 01:00:04.413,CA,ON,Kitchener,43.2994,-80.4496,POI3,7.280109889280518
4519736,2017-06-21 01:00:01.890,CA,ON,Kitchener,43.4381,-80.5099,POI3,7.280109889280518
4519766,2017-06-21 10:00:02.067,CA,ON,Windsor,42.2545,-82.9809,POI3,9.486832980505138
4519856,2017-06-21 02:00:02.080,CA,ON,Kitchener,43.4453,-80.4905,POI3,7.280109889280518
4519930,2017-06-21 19:00:02.340,CA,ON,London,43.0004,-81.2343,POI3,8.246211251235321
4520019,2017-06-21 18:00:02.380,CA,ON,Guelph,43.5776,-80.2201,POI3,7.280109889280518
4520085,2017-06-21 17:00:02.433,CA,ON,Windsor,42.2654,-83.0261,POI3,10.44030650891055
4520130,2017-06-21 15:00:02.473,CA,ON,London,43.0091,-81.1765,POI3,8.246211251235321
4520149,2017-06-21 02:00:02.493,CA,ON,Guelph,43.5776,-80.2201,POI3,7.280109889280518
4520192,2017-06-21 18:00:02.717,CA,ON,Guelph,43.5776,-80.2201,POI3,7.280109889280518
4520296,2017-06-21 06:00:03.423,CA,ON,London,43.0091,-81.1765,POI3,8.246211251235321
4520345,2017-06-21 22:00:03.637,CA,ON,Windsor,42.2654,-83.0261,POI3,10.44030650891055
4520349,2017-06-21 09:00:03.800,CA,ON,Kitchener,43.4553,-80.4845,POI3,7.280109889280518
4520395,2017-06-21 02:00:04.040,CA,ON,Kitchener,43.4397,-80.434,POI3,7.280109889280518
4520446,2017-06-21 12:00:04.447,CA,ON,London,43.0061,-81.2962,POI3,8.246211251235321
4520587,2017-06-21 01:00:04.767,CA,ON,Chatham,42.3778,-82.1897,POI3,9.486832980505138
4520685,2017-06-21 13:00:04.860,CA,ON,Kitchener,43.4193,-80.3826,POI3,7.280109889280518
4520740,2017-06-21 07:00:04.867,CA,ON,Kitchener,43.4193,-80.3826,POI3,7.280109889280518
4520751,2017-06-21 20:00:05.027,CA,ON,London,42.993,-81.169,POI3,8.54400374531753
4520821,2017-06-21 07:00:05.127,CA,ON,Sarnia,42.96866,-82.40455,POI3,9.486832980505138
4520907,2017-06-21 12:00:05.683,CA,ON,London,43.0091,-81.1765,POI3,8.246211251235321
4520995,2017-06-21 05:00:05.687,CA,ON,London,43.0091,-81.1765,POI3,8.246211251235321
4521090,2017-06-21 18:00:06.077,CA,ON,Windsor,42.2545,-82.9809,POI3,9.486832980505138
4521119,2017-06-21 18:00:06.113,CA,ON,Kitchener,43.4381,-80.5099,POI3,7.280109889280518
4521184,2017-06-21 02:00:06.133,CA,ON,London,42.9923,-81.2531,POI3,8.54400374531753
4521259,2017-06-21 14:00:06.600,CA,ON,London,43.0061,-81.2962,POI3,8.246211251235321
4521353,2017-06-21 13:00:06.717,CA,ON,Windsor,42.3159,-83.0311,POI3,10.44030650891055
4521387,2017-06-21 22:00:02.203,CA,ON,Kitchener,43.4453,-80.4905,POI3,7.280109889280518
4521468,2017-06-21 11:00:02.300,CA,ON,Kitchener,43.4453,-80.4905,POI3,7.280109889280518
4521539,2017-06-21 06:00:02.503,CA,ON,Kitchener,43.4553,-80.4845,POI3,7.280109889280518
4521574,2017-06-21 00:00:02.637,CA,ON,Brantford,43.1508,-80.2094,POI3,7.280109889280518
4521618,2017-06-21 15:00:02.670,CA,ON,Cambridge,43.3653,-80.3066,POI3,7.280109889280518
4521682,2017-06-21 20:00:02.683,CA,ON,London,42.9611,-81.2431,POI3,8.54400374531753
4521726,2017-06-21 01:00:02.760,CA,ON,Cambridge,43.3653,-80.3066,POI3,7.280109889280518
4521780,2017-06-21 21:00:02.823,CA,ON,Cambridge,43.3653,-80.3066,POI3,7.280109889280518
4521790,2017-06-21 03:00:02.837,CA,ON,Kitchener,43.4397,-80.434,POI3,7.280109889280518
4521875,2017-06-21 17:00:02.860,CA,ON,Kitchener,43.4397,-80.434,POI3,7.280109889280518
4521970,2017-06-21 05:00:02.877,CA,ON,Kitchener,43.4397,-80.434,POI3,7.280109889280518
4521978,2017-06-21 13:00:03.117,CA,ON,London,42.9529,-81.3239,POI3,8.54400374531753
4522004,2017-06-21 14:00:03.750,CA,ON,Guelph,43.5776,-80.2201,POI3,7.280109889280518
4522040,2017-06-21 20:00:03.837,CA,ON,Kitchener,43.4397,-80.434,POI3,7.280109889280518
4522160,2017-06-21 16:00:03.970,CA,ON,Cambridge,43.3653,-80.3066,POI3,7.280109889280518
4522231,2017-06-21 00:00:04.383,CA,ON,Chatham,42.4247,-82.1755,POI3,9.486832980505138
4522296,2017-06-21 09:00:05.040,CA,ON,Goderich,43.7479,-81.702,POI3,8.246211251235321
4522376,2017-06-21 00:00:05.113,CA,ON,Waterloo,43.4634,-80.5201,POI3,7.280109889280518
4522431,2017-06-21 20:00:05.250,CA,ON,London,43.0004,-81.2343,POI3,8.246211251235321
4522487,2017-06-21 10:00:05.290,CA,ON,Waterloo,43.4737,-80.5309,POI3,7.280109889280518
4522500,2017-06-21 17:00:05.387,CA,ON,Brantford,43.1772,-80.248,POI3,7.280109889280518
4522528,2017-06-21 13:00:05.593,CA,ON,Woodstock,43.1327,-80.7449,POI3,7.280109889280518
4522564,2017-06-21 03:00:05.600,CA,ON,Woodstock,43.1327,-80.7449,POI3,7.280109889280518
4522656,2017-06-21 07:00:05.923,CA,ON,Waterloo,43.499,-80.5063,POI3,7.280109889280518
4522680,2017-06-21 02:00:06.707,CA,ON,Chatham,42.4247,-82.1755,POI3,9.486832980505138
4522747,2017-06-21 08:00:06.907,CA,ON,Waterloo,43.4634,-80.5201,POI3,7.280109889280518
4522806,2017-06-21 21:00:06.957,CA,ON,Waterloo,43.4634,-80.5201,POI3,7.280109889280518
4522855,2017-06-21 12:00:02.177,CA,ON,Kitchener,43.4134,-80.49600000000002,POI3,7.280109889280518
4522895,2017-06-21 22:00:02.310,CA,ON,Kitchener,43.4397,-80.434,POI3,7.280109889280518
4522945,2017-06-21 01:00:02.337,CA,ON,Kitchener,43.4397,-80.434,POI3,7.280109889280518
4522946,2017-06-21 19:00:02.590,CA,ON,Chatham,42.4247,-82.1755,POI3,9.486832980505138
4523019,2017-06-21 12:00:02.683,CA,ON,Kitchener,43.4553,-80.4845,POI3,7.280109889280518
4523104,2017-06-21 18:00:02.690,CA,ON,London,42.9611,-81.2431,POI3,8.54400374531753
4523121,2017-06-21 18:00:02.757,CA,ON,Windsor,42.2654,-83.0261,POI3,10.44030650891055
4523184,2017-06-21 18:00:02.833,CA,ON,London,42.9611,-81.2431,POI3,8.54400374531753
4523251,2017-06-21 19:00:03.770,CA,ON,Guelph,43.5425,-80.2676,POI3,7.280109889280518
4523347,2017-06-21 15:00:03.870,CA,ON,Kitchener,43.4397,-80.434,POI3,7.280109889280518
4523389,2017-06-21 11:00:03.883,CA,ON,Kitchener,43.4397,-80.434,POI3,7.280109889280518
4523439,2017-06-21 19:00:04.027,CA,ON,Guelph,43.5544,-80.2969,POI3,7.280109889280518
4523455,2017-06-21 00:00:04.367,CA,ON,London,43.0091,-81.1765,POI3,8.246211251235321
4523508,2017-06-21 04:00:04.373,CA,ON,London,43.0091,-81.1765,POI3,8.246211251235321
4523561,2017-06-21 20:00:04.430,CA,ON,London,43.0061,-81.2962,POI3,8.246211251235321
4523593,2017-06-21 17:00:04.813,CA,ON,Cambridge,43.3677,-80.33800000000002,POI3,7.280109889280518
4523720,2017-06-21 05:00:05.120,CA,ON,Guelph,43.5776,-80.2201,POI3,7.280109889280518
4523782,2017-06-21 11:00:05.333,CA,ON,Guelph,43.5215,-80.2338,POI3,7.280109889280518
4523866,2017-06-21 16:00:05.490,CA,ON,Waterloo,43.4737,-80.5309,POI3,7.280109889280518
4523953,2017-06-21 18:00:05.617,CA,ON,London,43.0061,-81.2962,POI3,8.246211251235321
4523994,2017-06-21 04:00:05.630,CA,ON,London,43.0061,-81.2962,POI3,8.246211251235321
4524010,2017-06-21 09:00:05.717,CA,ON,Windsor,42.2654,-83.0261,POI3,10.44030650891055
4524024,2017-06-21 18:00:06.050,CA,ON,Cambridge,43.4471,-80.0828,POI3,7.280109889280518
4524055,2017-06-21 10:00:06.053,CA,ON,Cambridge,43.4471,-80.0828,POI3,7.280109889280518
4524106,2017-06-21 12:00:06.090,CA,ON,Windsor,42.2654,-83.0261,POI3,10.44030650891055
4524183,2017-06-21 12:00:06.140,CA,ON,Windsor,42.2654,-83.0261,POI3,10.44030650891055
4524225,2017-06-21 22:00:06.340,CA,ON,Woodstock,43.13375,-80.74328,POI3,7.280109889280518
4524238,2017-06-21 03:00:06.427,CA,ON,London,42.9923,-81.2531,POI3,8.54400374531753
4524303,2017-06-21 11:00:06.510,CA,ON,Chatham,42.3778,-82.1897,POI3,9.486832980505138
4524358,2017-06-21 03:00:06.810,CA,ON,London,42.9832,-81.2847,POI3,8.54400374531753
4524446,2017-06-21 21:00:07.040,CA,ON,Kitchener,43.39100000000001,-80.441,POI3,7.280109889280518
4524506,2017-06-21 18:00:07.080,CA,ON,Kitchener,43.4233,-80.5383,POI3,7.280109889280518
4524565,2017-06-21 13:00:07.090,CA,ON,Kitchener,43.4233,-80.5383,POI3,7.280109889280518
4524580,2017-06-21 17:00:07.133,CA,ON,Kitchener,43.4284,-80.4311,POI3,7.280109889280518
4524615,2017-06-21 01:00:04.513,CA,ON,Kitchener,43.4381,-80.5099,POI3,7.280109889280518
4524646,2017-06-21 15:00:05.410,CA,ON,Brantford,43.1772,-80.248,POI3,7.280109889280518
4524688,2017-06-21 22:00:05.963,CA,ON,Kitchener,43.4381,-80.5099,POI3,7.280109889280518
4524714,2017-06-21 19:00:06.133,CA,ON,Cambridge,43.4471,-80.0828,POI3,7.280109889280518
4524786,2017-06-21 06:00:06.537,CA,ON,Windsor,42.3159,-83.0311,POI3,10.44030650891055
4524796,2017-06-21 10:00:06.697,CA,ON,Kitchener,43.4134,-80.49600000000002,POI3,7.280109889280518
4524844,2017-06-21 21:00:07.133,CA,ON,Windsor,42.3265,-82.9119,POI3,9.486832980505138
4524928,2017-06-21 01:00:04.910,CA,ON,Kitchener,43.44144,-80.50166999999998,POI3,7.280109889280518
4524939,2017-06-21 14:00:05.353,CA,ON,Kitchener,43.4453,-80.4905,POI3,7.280109889280518
4524947,2017-06-21 00:00:06.163,CA,ON,Kitchener,43.4306,-80.4877,POI3,7.280109889280518
4524955,2017-06-21 17:00:06.737,CA,ON,Guelph,43.5776,-80.2201,POI3,7.280109889280518
4525025,2017-06-21 19:00:06.807,CA,ON,Sarnia,42.9864,-82.3638,POI3,9.486832980505138
4525101,2017-06-21 09:00:07.253,CA,SK,Saskatoon,52.1225,-106.72488,POI1,7.0710678118654755
4525142,2017-06-21 08:00:08.273,CA,ON,Brampton,43.78,-79.74,POI3,6.324555320336759
4525216,2017-06-21 01:00:07.037,CA,ON,Kitchener,43.4631,-80.4493,POI3,7.280109889280518
4525261,2017-06-21 15:00:07.143,CA,ON,London,42.9923,-81.2531,POI3,8.54400374531753
4525324,2017-06-21 08:00:07.050,CA,ON,Waterloo,43.4634,-80.5201,POI3,7.280109889280518
4525382,2017-06-21 21:00:07.123,CA,ON,Windsor,42.3297,-82.9482,POI3,9.486832980505138
4525479,2017-06-21 10:00:14.537,CA,AB,Edmonton,53.426880000000004,-113.47175,POI1,0.0
4525558,2017-06-21 14:00:18.667,CA,SK,Saskatoon,52.1225,-106.72488,POI1,7.0710678118654755
4525589,2017-06-21 07:00:20.893,CA,AB,Calgary,51.1414,-114.076,POI1,2.23606797749979
4525612,2017-06-21 08:00:20.943,CA,AB,Edmonton,53.587,-113.441,POI1,0.0
4525746,2017-06-21 21:00:21.123,CA,ON,Waterloo,43.4678,-80.584,POI3,7.280109889280518
4525757,2017-06-21 14:00:21.140,CA,ON,Guelph,43.5776,-80.2201,POI3,7.280109889280518
4525800,2017-06-21 02:00:21.350,CA,ON,Ancaster,43.208,-79.9652,POI3,6.324555320336759
4525862,2017-06-21 10:00:21.457,CA,ON,Burlington,43.3889,-79.7682,POI3,6.324555320336759
4525869,2017-06-21 03:00:21.503,CA,AB,Edmonton,53.616009999999996,-113.45364,POI1,0.0
4526024,2017-06-21 13:00:21.617,CA,AB,Calgary,51.0419,-114.2,POI1,2.23606797749979
4526111,2017-06-21 13:00:21.643,CA,AB,Lethbridge,49.6994,-112.822,POI1,4.123105625617661
4526136,2017-06-21 18:00:21.750,CA,ON,Burlington,43.332,-79.807,POI3,6.324555320336759
4526210,2017-06-21 06:00:22.823,CA,ON,Brampton,43.7796,-79.7681,POI3,6.324555320336759
4526284,2017-06-21 01:00:20.670,CA,QC,Saint-Nicolas,46.72072,-71.30409,POI3,2.23606797749979
4526337,2017-06-21 18:00:21.257,CA,ON,Mississauga,43.5414,-79.6824,POI3,6.324555320336759
4526420,2017-06-21 01:00:21.557,CA,AB,Calgary,50.9722,-114.062,POI1,3.1622776601683795
4526426,2017-06-21 17:00:21.607,CA,QC,Saint-Nicolas,46.72072,-71.30409,POI3,2.23606797749979
4526443,2017-06-21 07:00:21.727,CA,AB,Calgary,50.93982000000001,-114.03211,POI1,3.1622776601683795
4526505,2017-06-21 03:00:21.950,CA,ON,North York,43.787,-79.4169,POI3,6.324555320336759
4526599,2017-06-21 00:00:22.950,CA,ON,Ancaster,43.208,-79.9652,POI3,6.324555320336759
4526625,2017-06-21 04:00:21.363,CA,ON,Ancaster,43.208,-79.9652,POI3,6.324555320336759
4526695,2017-06-21 13:00:21.477,CA,ON,Etobicoke,43.699709999999996,-79.53618,POI3,6.324555320336759
4526775,2017-06-21 03:00:21.563,CA,AB,Rocky Mountain House,52.38629,-114.92294,POI1,1.4142135623730951
4526821,2017-06-21 01:00:21.630,CA,AB,Calgary,50.9722,-114.062,POI1,3.1622776601683795
4526865,2017-06-21 06:00:22.377,CA,ON,Mississauga,43.5812,-79.6323,POI3,6.324555320336759
4526950,2017-06-21 05:00:23.497,CA,AB,Calgary,50.9093,-114.1028,POI1,3.1622776601683795
4527041,2017-06-21 19:00:24.713,CA,ON,London,42.993,-81.169,POI3,8.54400374531753
4527101,2017-06-21 01:00:25.740,CA,ON,Toronto,43.6466,-79.4493,POI3,6.324555320336759
4527148,2017-06-21 19:00:20.903,CA,AB,Airdrie,51.27979000000001,-114.00323999999999,POI1,2.23606797749979
4527192,2017-06-21 05:00:21.100,CA,ON,Toronto,43.6682,-79.4209,POI3,6.324555320336759
4527235,2017-06-21 08:00:21.153,CA,ON,Waterloo,43.4737,-80.5309,POI3,7.280109889280518
4527246,2017-06-21 15:00:21.527,CA,AB,Edmonton,53.60494,-113.41718999999999,POI1,0.0
4527267,2017-06-21 07:00:21.563,CA,AB,Calgary,51.17119,-114.1577,POI1,2.23606797749979
4527346,2017-06-21 06:00:23.430,CA,ON,Sudbury,46.5213,-80.947,POI3,7.0710678118654755
4527396,2017-06-21 15:00:25.867,CA,AB,Calgary,51.0494,-113.9564,POI1,2.0
4527441,2017-06-21 07:00:21.113,CA,ON,Burlington,43.375,-79.8434,POI3,6.324555320336759
4527443,2017-06-21 04:00:21.377,CA,ON,Brampton,43.71144,-79.76698,POI3,6.324555320336759
4527536,2017-06-21 13:00:21.510,CA,AB,Edmonton,53.5105,-113.37,POI1,0.0
4527537,2017-06-21 13:00:21.667,CA,AB,Brooks,50.58495,-111.89101000000001,POI1,3.605551275463989
4527556,2017-06-21 03:00:22.960,CA,ON,Mississauga,43.72139,-79.64403,POI3,6.324555320336759
4527583,2017-06-21 02:00:24.580,CA,AB,Edmonton,53.4398,-113.53742,POI1,0.0
4527587,2017-06-21 17:00:25.100,CA,AB,Calgary,51.0876,-114.0214,POI1,2.23606797749979
4527628,2017-06-21 13:00:26.057,CA,ON,Thunder Bay,48.3738,-89.2779,POI3,16.278820596099706
4527720,2017-06-21 09:00:26.090,CA,ON,North York,43.7576,-79.461,POI3,6.324555320336759
4527727,2017-06-21 09:00:23.617,CA,AB,Edmonton,53.4564,-113.521,POI1,0.0
4527798,2017-06-21 13:00:24.387,CA,AB,Edmonton,53.4398,-113.53742,POI1,0.0
4527807,2017-06-21 09:00:25.370,CA,ON,North York,43.76164,-79.50135,POI3,6.324555320336759
4527830,2017-06-21 18:00:26.080,CA,QC,Saint-Laurent,45.5057,-73.6814,POI3,0.0
4527882,2017-06-21 15:00:26.250,CA,ON,Dundas,43.2649,-79.9555,POI3,6.324555320336759
4527890,2017-06-21 16:00:25.883,CA,ON,Toronto,43.6466,-79.4493,POI3,6.324555320336759
4527967,2017-06-21 10:00:26.193,CA,ON,Toronto,43.6769,-79.3784,POI3,6.324555320336759
4528009,2017-06-21 02:00:27.963,CA,AB,Calgary,51.0823,-113.9578,POI1,2.0
4528078,2017-06-21 16:00:28.770,CA,ON,Burlington,43.34442,-79.79248,POI3,6.324555320336759
4528166,2017-06-21 10:00:26.063,CA,AB,Calgary,50.9412,-114.114,POI1,3.1622776601683795
4528260,2017-06-21 17:00:28.883,CA,BC,Coquitlam,49.2368,-122.8804,POI1,9.848857801796104
4528350,2017-06-21 16:00:29.263,CA,QC,Montréal,45.5884,-73.5641,POI3,0.0
4528470,2017-06-21 04:00:26.093,CA,ON,Scarborough,43.7997,-79.3209,POI3,6.324555320336759
4528481,2017-06-21 01:00:26.113,CA,ON,Toronto,43.6466,-79.4493,POI3,6.324555320336759
4528557,2017-06-21 03:00:26.147,CA,AB,Calgary,50.8965,-114.08,POI1,3.1622776601683795
4528651,2017-06-21 12:00:28.960,CA,AB,Edmonton,53.4688,-113.508,POI1,0.0
4528676,2017-06-21 01:00:28.277,CA,AB,Calgary,51.133,-113.856,POI1,2.0
4528678,2017-06-21 12:00:29.040,CA,AB,Edmonton,53.54813000000001,-113.59428,POI1,0.0
4528767,2017-06-21 19:00:29.483,CA,ON,Markham,43.8601,-79.3341,POI3,6.324555320336759
4528809,2017-06-21 02:00:31.280,CA,AB,Spruce Grove,53.54628,-113.88183000000001,POI1,0.0
4528850,2017-06-21 04:00:29.240,CA,AB,Calgary,51.15648,-114.07926,POI1,2.23606797749979
4528952,2017-06-21 00:00:29.640,CA,ON,Brampton,43.7796,-79.7681,POI3,6.324555320336759
4529001,2017-06-21 19:00:29.943,CA,ON,Markham,43.8412,-79.3262,POI3,6.324555320336759
4529076,2017-06-21 07:00:33.240,CA,AB,Bonnyville,54.26948,-110.72648999999998,POI1,3.1622776601683795
4529149,2017-06-21 01:00:29.693,CA,ON,Mississauga,43.56864,-79.63094,POI3,6.324555320336759
4529202,2017-06-21 07:00:34.350,CA,AB,Edmonton,53.5327,-113.626,POI1,0.0
4529220,2017-06-21 12:00:33.037,CA,AB,Leduc,53.2668,-113.552,POI1,0.0
4529292,2017-06-21 08:00:33.970,CA,AB,Calgary,51.133,-113.856,POI1,2.0
4529367,2017-06-21 10:00:32.690,CA,AB,Edmonton,53.55848,-113.49825,POI1,0.0
4529461,2017-06-21 19:00:36.260,CA,ON,Windsor,42.2545,-82.9809,POI3,9.486832980505138
4529554,2017-06-21 22:00:35.983,CA,ON,Concord,43.81264,-79.50514,POI3,6.324555320336759
4529643,2017-06-21 01:00:36.750,CA,AB,Calgary,50.8921,-113.97745,POI1,3.0
4529710,2017-06-21 17:00:35.977,CA,QC,Quebec,46.84495,-71.42651,POI3,2.23606797749979
4529735,2017-06-21 21:00:36.163,CA,ON,Lindsay,44.357,-78.7405,POI3,5.0990195135927845
4529826,2017-06-21 04:00:36.553,CA,AB,Edmonton,53.4688,-113.508,POI1,0.0
4529862,2017-06-21 01:00:36.740,CA,AB,Calgary,51.04745,-114.1805,POI1,2.23606797749979
4529945,2017-06-21 12:00:36.797,CA,AB,Lethbridge,49.67346,-112.89121999999999,POI1,4.123105625617661
4530039,2017-06-21 02:00:36.950,CA,ON,Markham,43.85883,-79.29809,POI3,6.324555320336759
4530051,2017-06-21 22:00:37.683,CA,ON,Oshawa,43.89029,-78.81588,POI3,5.385164807134504
4530079,2017-06-21 02:00:38.040,CA,AB,Spruce Grove,53.56081999999999,-113.88283,POI1,0.0
4530117,2017-06-21 04:00:38.270,CA,ON,Markham,43.85883,-79.29809,POI3,6.324555320336759
4530158,2017-06-21 06:00:36.667,CA,ON,Brampton,43.7601,-79.73680999999998,POI3,6.324555320336759
4530203,2017-06-21 19:00:36.690,CA,ON,North York,43.7224,-79.4454,POI3,6.324555320336759
4530252,2017-06-21 16:00:36.783,CA,AB,Beaumont,53.349909999999994,-113.40827,POI1,0.0
4530326,2017-06-21 19:00:36.873,CA,AB,Calgary,51.0656,-114.063,POI1,2.23606797749979
4530366,2017-06-21 20:00:37.027,CA,AB,Edmonton,53.58564000000001,-113.39448999999999,POI1,0.0
4530373,2017-06-21 13:00:38.707,CA,BC,Vancouver,49.24157,-123.09776000000001,POI1,10.770329614269007
4530411,2017-06-21 04:00:39.533,CA,ON,Thornhill,43.8395,-79.3831,POI3,6.324555320336759
4530503,2017-06-21 16:00:36.580,CA,AB,Calgary,50.8837,-114.0326,POI1,3.1622776601683795
4530595,2017-06-21 18:00:36.720,CA,AB,Calgary,51.07,-114.0297,POI1,2.23606797749979
